Name,Gender,Position,Height,Weight,Arm Length (inches),Hand Size (inches),Wingspan (inches),Max Velocity (mph),Arm Strength Velocity (mph),Arm Strength Distance (yards),Catch Radius (feet),3 Cone Drill (sec),20 Yard Shuttle (sec),40 Yard Dash (sec),10 Yard Split (sec),Bench Reps at 225,1 Rep Max Press (lbs),1 Rep Max Squat (lbs),Power Clean (lbs),Vertical Jump (inches),Broad Jump (feet),Positions Played,Field Goal Distance (yards),Field Goal Accuracy (%),Field Goal Consistency (avg misses),Punt Distance (yards),Punt Hang Time (seconds),Punt Accuracy (%),Punt Consistency (yards)
Joel Hickman,Male,Kicker,5.0,257,38.9,7.8,66.6,20.7,67.3,47.0,8.9,7.98,5.42,4.27,1.65,37,517,625,409,35.7,8.0,1,50,0.58,1.6,43,5.22,0.27,55
Eugene Fowler,Male,Wide Receiver,5.25,272,39.0,8.3,84.9,24.9,53.3,69.1,12.4,6.49,5.49,5.02,1.39,28,408,318,405,26.4,8.5,4,63,0.86,1.8,53,5.07,0.45,37
Caleb Kidd,Male,Cornerback,6.08,262,38.1,8.7,68.4,18.0,52.2,64.7,8.9,5.54,5.01,4.59,1.87,38,406,677,334,26.4,7.2,2,62,0.65,2.9,52,5.34,0.33,42
Jacob Kim,Male,Punter,6.83,190,39.4,7.7,83.0,18.8,67.2,42.4,9.9,6.08,4.01,4.57,1.53,6,280,338,311,33.6,12.1,4,52,0.64,1.0,67,3.51,0.26,56
Michael Donovan,Male,Offensive Lineman,6.08,300,26.2,9.2,70.5,19.9,69.7,55.6,13.1,5.82,5.35,5.0,1.61,22,353,368,446,26.9,10.2,2,28,0.94,2.1,62,4.87,0.34,56
Paul Gillespie,Male,Kicker,5.17,307,25.5,7.7,68.7,22.9,54.8,70.9,14.7,6.21,4.62,4.74,1.56,31,454,428,206,25.8,8.2,1,64,0.74,2.3,53,4.81,0.4,33
Scott Smith,Male,Punter,5.67,170,30.0,7.7,73.7,16.4,60.9,53.6,8.9,7.31,5.48,4.48,1.32,23,309,613,400,38.7,6.8,4,51,0.65,1.7,55,5.34,0.41,42
Devon Chapman,Male,Tight End,6.17,216,29.7,10.1,76.2,17.8,65.5,71.1,6.8,7.93,5.12,4.44,1.7,15,450,683,313,31.6,11.6,1,44,0.75,2.6,34,5.45,0.48,47
Tyler Kennedy,Male,Quarterback,5.67,301,39.6,8.6,70.8,18.2,61.3,46.2,6.1,6.94,3.97,4.73,1.7,16,526,455,389,40.8,7.1,2,63,0.66,1.3,33,4.49,0.49,60
Stanley Baldwin,Male,Cornerback,6.58,225,27.0,10.1,65.1,17.4,56.5,59.7,5.2,5.58,3.54,5.31,1.58,31,335,673,369,23.3,8.2,4,11,0.65,0.4,57,4.86,0.37,58
George Scott,Male,Tight End,6.58,220,34.1,9.5,73.8,21.0,66.6,73.9,12.5,7.28,4.22,5.26,1.98,18,417,374,272,26.5,7.7,1,17,0.85,2.9,27,3.78,0.29,33
Brandon Silva,Male,Running Back,6.08,157,26.2,8.3,73.2,17.9,58.7,53.6,6.7,6.99,4.55,5.15,1.98,37,489,559,425,36.8,8.9,4,64,0.9,1.0,41,4.6,0.4,33
Benjamin Mccoy,Male,Wide Receiver,5.67,254,30.1,8.4,66.8,18.0,53.4,74.4,5.4,6.02,4.95,4.29,1.62,6,414,725,446,25.7,11.0,4,57,0.56,0.7,39,4.76,0.32,51
Peter Thompson,Male,Linebacker,6.08,336,30.3,8.7,79.6,24.3,68.8,62.2,6.1,6.05,3.81,4.4,1.91,45,396,348,328,37.2,9.1,4,57,0.55,0.6,36,3.66,0.5,34
James Reed,Male,Wide Receiver,6.67,337,28.2,9.8,79.4,21.9,67.9,46.8,14.1,6.31,3.61,4.91,1.76,25,367,711,279,23.2,7.2,2,61,0.72,1.5,50,3.22,0.48,35
Austin Walker,Male,Wide Receiver,6.08,286,34.5,9.6,71.3,24.6,50.2,67.9,9.0,5.8,5.29,4.79,1.99,44,437,351,392,32.8,10.0,3,14,0.91,2.4,31,3.2,0.32,31
Matthew Gibson,Male,Offensive Lineman,5.75,173,38.0,9.8,75.5,21.0,55.3,49.3,9.6,5.72,4.97,5.45,1.87,32,434,451,357,41.9,10.3,4,27,0.69,0.5,64,3.13,0.34,55
Robert Scott,Male,Wide Receiver,5.67,211,32.0,7.6,84.9,19.9,62.7,40.8,12.6,7.99,3.76,4.24,1.59,19,301,632,477,43.6,6.3,3,41,0.86,0.1,34,5.28,0.36,46
John Smith,Male,Cornerback,6.67,344,30.2,8.8,82.6,18.2,65.5,51.0,14.4,6.03,5.22,5.04,1.43,25,254,585,249,42.8,7.8,2,14,0.72,0.9,29,5.25,0.32,54
Jason Bates,Male,Running Back,5.67,217,27.8,10.0,67.5,17.6,62.1,47.2,10.9,6.2,5.1,4.27,1.69,42,407,449,465,20.4,10.3,3,12,0.72,1.7,30,3.64,0.27,60
Steven Wilson,Male,Safety,6.5,302,39.5,10.4,84.4,19.2,57.2,40.0,8.5,6.94,4.86,5.06,2.0,17,449,739,428,28.9,11.0,3,63,0.77,2.1,51,5.48,0.48,44
Joshua Taylor,Male,Linebacker,6.0,166,39.3,8.5,66.1,22.6,61.3,64.4,14.5,7.6,5.23,5.14,1.61,21,393,476,338,26.7,11.0,3,20,0.82,0.0,28,3.02,0.32,32
Brandon Jones,Male,Wide Receiver,6.42,300,32.2,9.6,78.2,21.7,55.1,74.2,9.1,6.48,4.42,5.14,1.51,28,405,356,323,41.6,12.9,4,15,0.89,1.5,48,4.12,0.4,38
Jonathan Velez,Male,Safety,5.58,158,29.7,9.0,82.4,17.8,62.3,71.3,9.2,5.64,5.45,5.43,1.97,35,425,515,330,36.7,7.3,2,42,0.55,2.5,55,3.06,0.38,54
Christopher Smith,Male,Defensive Lineman,5.67,319,26.5,9.7,73.5,20.1,62.7,62.7,12.6,7.6,3.61,4.26,1.98,25,464,652,234,32.0,12.5,2,59,0.89,0.3,40,4.58,0.4,40
Kevin Shaw,Male,Quarterback,6.33,278,39.8,8.8,71.4,19.2,64.9,73.3,10.2,6.85,3.8,4.44,1.6,16,350,407,215,39.7,9.9,1,22,0.61,0.8,28,3.93,0.43,34
Keith Griffin,Male,Cornerback,5.42,295,25.0,8.5,82.5,20.3,63.4,43.1,13.2,7.39,4.73,4.53,1.47,8,377,524,369,32.3,9.8,3,18,0.59,0.5,33,4.23,0.41,49
Michael Mora,Male,Quarterback,5.0,248,37.4,8.9,78.5,23.2,63.4,65.0,6.6,6.49,4.7,5.33,1.67,30,466,715,445,36.6,8.3,1,13,0.67,0.5,61,4.24,0.47,51
Andrew Williams,Male,Running Back,5.17,216,39.7,9.6,65.6,18.0,57.5,61.1,10.9,7.67,4.34,4.2,1.8,7,494,623,208,31.3,9.5,4,33,0.6,2.1,33,5.42,0.43,48
Bradley Silva,Male,Defensive Lineman,6.42,262,32.4,8.6,69.7,24.5,53.4,62.9,11.7,5.7,5.29,4.41,1.54,18,335,652,312,21.8,9.3,1,65,0.61,1.8,53,4.12,0.45,41
William Baker,Male,Defensive Lineman,5.5,315,39.2,7.9,74.9,19.8,66.0,49.4,7.0,5.59,4.5,5.36,1.83,41,519,524,445,40.8,8.9,3,12,0.71,1.4,39,3.17,0.33,33
Michael Johnson,Male,Running Back,5.83,298,27.7,8.9,77.4,17.4,69.7,42.3,10.0,7.22,4.66,4.42,1.95,21,380,536,293,40.6,7.5,4,47,0.69,0.9,38,5.43,0.25,45
Michael Jacobs,Male,Safety,5.5,284,33.6,9.0,73.3,24.0,59.9,45.5,6.5,6.98,4.73,4.55,1.99,15,285,668,245,23.6,7.5,3,27,0.68,2.5,43,3.6,0.43,41
David Romero,Male,Cornerback,5.42,163,36.1,8.6,82.6,21.5,64.1,54.3,8.9,6.33,4.32,4.8,1.35,12,521,685,455,41.7,9.6,4,11,0.74,0.7,25,3.7,0.37,56
Jacob Davidson,Male,Quarterback,6.33,246,33.8,10.3,71.2,17.8,53.7,61.1,11.3,7.31,4.5,5.09,1.55,31,279,705,216,31.7,11.7,4,53,0.83,1.6,44,5.13,0.4,33
Daniel Robinson,Male,Tight End,5.92,178,30.2,8.8,69.6,16.5,53.6,73.6,11.4,7.09,5.48,4.22,1.34,40,428,562,471,29.3,9.2,1,32,0.85,2.4,67,4.8,0.41,33
Joseph Mitchell,Male,Running Back,5.17,349,30.2,8.6,83.1,19.6,60.9,56.6,9.0,5.89,5.48,5.41,1.72,42,420,314,384,42.6,12.6,4,15,0.88,1.3,72,5.23,0.41,46
Kevin Stokes,Male,Running Back,5.08,176,32.2,8.4,84.8,20.4,51.7,61.8,5.5,7.31,3.94,4.81,1.92,25,435,515,249,42.4,8.5,2,49,0.92,2.7,49,3.67,0.31,46
Gregory Taylor,Male,Wide Receiver,5.83,237,31.7,8.4,73.9,22.3,67.4,67.9,7.9,6.37,5.14,4.32,1.95,12,405,741,212,38.1,6.9,4,25,0.6,0.0,32,4.18,0.45,55
Taylor Galvan,Male,Quarterback,6.58,193,36.5,7.8,68.8,21.3,54.0,64.2,14.2,7.72,4.73,4.68,1.89,39,458,497,287,37.7,11.4,3,25,0.93,2.3,44,3.35,0.35,60
Jason Gardner,Male,Linebacker,6.08,259,29.6,10.4,71.4,17.7,68.4,44.0,11.4,6.99,4.56,5.29,1.83,12,501,329,400,32.8,11.6,1,52,0.94,1.7,43,5.09,0.48,38
Danny Freeman,Male,Quarterback,6.17,246,35.1,8.6,78.2,25.0,68.3,63.0,14.9,6.45,3.81,4.57,1.38,44,353,343,398,42.0,10.2,4,49,0.63,0.4,52,3.96,0.36,48
Jeffrey Watson,Male,Offensive Lineman,6.0,206,25.9,10.1,82.8,20.9,56.8,71.7,6.6,7.74,4.01,5.05,1.57,14,374,600,254,20.7,12.9,2,63,0.75,0.9,59,3.32,0.36,53
Leslie Young,Male,Kicker,5.58,168,32.3,8.6,76.3,18.5,57.7,59.7,7.5,6.92,4.92,4.42,1.43,22,404,541,383,28.7,11.0,1,57,0.71,2.4,36,3.02,0.34,39
Chad Elliott,Male,Offensive Lineman,5.75,274,36.8,7.9,75.7,19.9,59.3,62.4,12.8,5.54,4.7,5.3,1.9,33,340,455,418,25.5,12.5,4,55,0.91,0.3,68,4.98,0.44,60
Tony Smith,Male,Cornerback,6.42,194,28.5,8.6,84.0,22.1,61.1,66.3,10.6,5.54,4.9,4.32,1.64,18,286,596,424,22.2,8.9,2,36,0.7,2.4,37,4.66,0.34,45
Xavier King,Male,Linebacker,6.25,154,28.9,10.3,70.2,16.6,63.6,68.8,10.3,6.07,3.9,4.26,1.46,44,411,449,453,34.3,9.6,3,64,0.89,1.8,30,5.44,0.47,48
James Nelson,Male,Quarterback,5.92,276,26.7,9.5,69.4,16.5,62.0,59.7,11.2,5.82,5.26,4.76,1.88,17,299,469,484,27.1,11.3,4,32,0.67,2.4,43,3.35,0.41,60
Joseph Wheeler,Male,Tight End,6.17,336,25.4,7.6,68.9,22.4,61.4,61.1,13.6,7.2,4.01,4.93,1.59,6,358,526,245,28.3,6.9,1,10,0.74,2.9,55,3.09,0.32,54
Bryan Garrett,Male,Quarterback,5.33,221,34.8,8.2,78.4,21.6,50.0,61.6,13.5,6.56,3.56,5.35,1.85,24,379,514,425,30.1,8.0,2,23,0.66,0.5,46,3.66,0.38,36
Daniel Stewart,Male,Punter,6.08,233,36.9,8.6,80.6,20.1,57.9,66.4,14.1,7.49,4.89,4.51,1.69,45,344,496,231,32.5,9.0,4,33,0.72,2.3,67,4.53,0.26,55
Dakota Johnson,Male,Defensive Lineman,6.25,324,27.9,8.6,73.4,22.0,59.0,62.7,6.3,6.8,4.32,5.18,1.75,14,521,322,494,22.4,9.1,1,45,0.71,0.4,75,5.13,0.3,44
Reginald Richards,Male,Tight End,5.67,262,27.3,7.9,81.5,20.0,64.1,55.1,14.5,6.82,4.54,4.37,1.53,19,506,685,380,37.8,9.7,1,18,0.6,2.0,68,4.6,0.34,30
Gregory Mitchell,Male,Running Back,5.83,257,39.4,7.6,69.6,17.4,57.8,64.4,14.2,7.53,5.48,5.42,1.76,11,331,357,342,39.2,9.8,2,48,0.85,2.2,64,4.59,0.43,36
William Nelson,Male,Defensive Lineman,6.92,310,38.6,8.2,79.4,18.4,57.9,46.6,14.1,7.53,5.28,5.06,1.84,33,388,622,272,25.1,9.4,4,37,0.65,2.9,32,5.36,0.32,43
Michael Lane,Male,Tight End,5.75,320,39.4,8.9,80.1,20.9,61.3,46.8,12.7,7.64,5.47,4.64,1.47,16,281,724,271,28.8,12.9,1,50,0.66,1.3,39,3.15,0.38,34
James Norman,Male,Defensive Lineman,6.0,155,34.0,8.0,79.0,24.6,63.0,56.2,13.4,6.36,4.05,5.38,1.56,24,409,488,250,41.5,6.7,3,32,0.79,1.2,74,3.9,0.36,35
Kyle Dunn,Male,Wide Receiver,5.42,224,29.3,8.1,70.8,18.0,50.3,46.3,11.1,7.99,5.16,5.45,1.38,13,339,304,452,38.6,9.0,2,11,0.95,0.8,64,4.18,0.28,48
Dalton Matthews,Male,Wide Receiver,5.75,240,31.7,9.2,82.6,20.7,60.3,61.1,13.7,5.63,5.0,5.28,1.89,16,264,365,249,31.3,7.4,2,12,0.62,1.1,64,3.83,0.33,45
Joe Rivers,Male,Punter,5.42,326,35.6,9.6,73.1,17.3,60.6,48.3,13.7,5.86,5.01,4.67,1.56,45,370,658,471,27.6,11.7,2,61,0.56,2.2,69,5.1,0.45,44
Brandon Elliott,Male,Tight End,6.5,265,33.6,9.7,68.5,20.6,60.3,53.5,6.2,6.66,4.48,5.44,1.63,16,488,430,459,34.6,6.7,1,13,0.71,3.0,44,4.86,0.4,52
Aaron Robertson,Male,Kicker,5.25,340,31.3,8.1,69.4,19.9,59.7,64.3,8.4,6.01,3.7,5.17,1.35,31,274,511,347,36.0,8.1,1,21,0.62,1.5,48,3.34,0.47,41
John Green,Male,Wide Receiver,5.42,290,25.4,8.2,80.9,19.9,59.6,67.1,13.0,7.39,4.55,5.21,1.58,22,485,636,466,25.4,9.3,3,37,0.66,0.1,62,3.1,0.32,51
James Rhodes,Male,Kicker,6.5,256,34.8,10.3,75.8,24.3,51.6,55.4,13.1,7.88,4.53,4.3,1.49,40,523,423,417,44.7,7.4,1,49,0.88,0.1,25,3.94,0.42,60
Eric Wilson,Male,Offensive Lineman,5.92,281,39.9,7.9,71.5,23.6,53.3,69.3,12.5,7.63,5.19,5.23,1.84,15,381,629,374,25.1,8.8,1,55,0.73,2.1,64,5.38,0.25,60
Danny Mendez,Male,Defensive Lineman,5.92,167,34.1,7.8,73.2,20.1,67.5,47.9,9.2,7.5,4.77,5.42,1.61,25,459,614,242,35.1,10.2,1,38,0.88,1.0,27,3.93,0.32,30
Patrick Edwards,Male,Cornerback,5.42,338,39.0,8.3,70.4,24.7,51.4,48.5,13.1,5.59,5.18,4.56,1.38,38,259,554,416,34.1,12.0,3,61,0.91,0.1,39,3.66,0.35,51
Jonathan Moreno,Male,Running Back,5.92,244,36.9,10.1,77.5,23.6,62.7,74.9,12.5,7.04,4.39,5.44,1.64,6,544,333,416,21.5,8.2,2,62,0.57,1.3,41,4.72,0.45,50
William Smith,Male,Safety,5.25,310,32.7,9.1,68.4,19.0,58.0,62.8,12.7,7.46,4.14,4.77,1.88,40,429,360,339,39.2,8.6,2,41,0.79,0.0,71,5.14,0.38,34
Anthony Miller,Male,Quarterback,6.75,244,32.5,10.1,73.8,18.9,61.3,70.3,13.9,6.11,4.13,5.25,1.78,21,498,501,278,42.0,12.3,4,30,0.82,1.4,61,3.69,0.33,47
Daniel Acosta,Male,Quarterback,6.75,349,25.2,10.4,73.8,20.0,51.8,48.2,11.3,5.65,4.13,4.74,1.48,26,293,692,385,30.0,8.3,3,51,0.56,1.4,66,3.5,0.38,37
Thomas Salas,Male,Wide Receiver,6.75,187,35.8,9.0,71.6,21.0,58.9,66.2,7.0,7.9,3.5,4.56,1.5,38,250,605,374,36.5,8.0,1,62,0.78,0.9,72,4.14,0.4,43
Philip Collier,Male,Quarterback,5.67,287,36.3,7.6,70.7,17.3,59.6,49.3,5.9,6.44,5.29,4.29,1.54,16,413,602,318,42.6,6.7,2,60,0.81,1.8,27,4.53,0.33,39
Robert Dixon,Male,Kicker,5.17,182,30.5,9.6,66.1,21.8,62.3,65.1,6.4,6.0,4.28,4.91,1.45,21,330,629,215,34.0,7.7,1,17,0.71,1.1,48,4.57,0.26,36
Robert Jones,Male,Tight End,5.42,179,34.9,9.5,66.2,24.9,53.9,66.1,13.8,7.02,5.19,5.25,1.69,44,368,583,336,42.5,7.8,2,56,0.77,2.2,55,4.79,0.49,55
Phillip Campbell,Male,Offensive Lineman,6.08,205,30.3,7.9,79.1,21.9,50.3,51.0,14.6,7.3,5.14,4.89,1.83,31,335,673,417,33.0,6.2,1,65,0.71,2.9,60,5.17,0.35,38
Joseph Mitchell,Male,Defensive Lineman,5.5,155,32.3,8.4,84.5,17.4,66.4,64.7,13.0,7.42,4.85,4.61,1.67,35,457,695,349,44.1,6.0,3,41,0.85,2.2,43,3.16,0.28,40
Kevin Fernandez,Male,Punter,6.92,269,31.8,8.5,81.9,18.3,50.5,56.9,9.2,6.6,5.1,4.88,1.72,7,374,362,352,29.4,7.5,3,45,0.64,2.2,61,3.07,0.43,41
Juan Smith,Male,Linebacker,5.33,330,34.3,10.3,82.3,17.1,69.0,40.8,13.8,6.16,5.38,5.27,1.84,8,449,508,479,39.5,12.1,3,63,0.84,1.2,32,3.36,0.37,59
Seth Noble,Male,Offensive Lineman,5.58,198,25.7,7.7,75.9,23.2,55.6,46.2,11.5,5.87,4.92,5.26,1.74,26,507,736,402,26.6,8.3,1,47,0.71,1.6,52,4.43,0.33,37
Kyle Kelly,Male,Cornerback,6.75,342,27.8,8.4,79.6,20.0,64.5,55.2,12.6,6.56,4.28,5.22,1.55,12,461,336,467,25.7,9.2,4,50,0.94,2.1,58,3.6,0.49,34
Christopher Russell,Male,Quarterback,6.25,345,27.5,10.4,80.6,19.1,55.4,44.2,7.3,7.86,3.75,4.98,1.59,10,438,628,456,36.9,8.8,4,20,0.75,0.7,68,5.23,0.44,51
Samuel Walton,Male,Linebacker,6.33,260,31.7,10.0,71.4,20.1,65.1,68.6,14.0,7.56,4.41,4.67,1.47,14,281,569,215,42.7,10.3,4,40,0.84,2.4,31,5.0,0.34,30
Bernard Miller,Male,Offensive Lineman,5.33,345,31.7,9.9,74.6,18.8,65.8,41.0,8.8,6.59,3.58,4.84,1.3,41,345,676,246,24.4,7.3,3,18,0.63,1.3,57,3.11,0.45,39
Anthony Ruiz,Male,Tight End,5.25,185,27.4,10.3,70.9,20.1,60.4,61.0,7.7,7.51,3.56,5.5,1.81,25,526,707,306,38.8,9.5,1,25,0.75,0.8,59,3.15,0.38,33
Robert Ruiz,Male,Running Back,6.33,194,36.7,9.2,70.0,18.6,60.0,73.3,8.4,6.93,3.91,4.29,1.67,22,504,319,409,29.7,6.1,3,58,0.69,2.5,54,3.82,0.28,49
Austin Thomas,Male,Quarterback,6.5,327,25.7,9.9,73.0,19.7,69.9,64.8,13.8,5.54,4.08,5.41,1.45,16,342,513,221,43.4,10.6,3,41,0.72,2.6,72,5.42,0.4,53
Christopher Sanchez,Male,Linebacker,5.67,152,27.6,8.0,74.7,22.8,52.2,52.1,7.0,6.08,3.86,5.45,1.44,37,311,532,203,36.4,11.0,4,48,0.81,0.2,73,3.08,0.32,50
Donald Webb,Male,Kicker,5.75,247,35.8,10.0,78.6,22.6,52.0,47.0,14.7,7.13,3.89,5.39,1.8,43,412,597,212,41.9,11.0,2,58,0.68,1.0,60,4.27,0.4,57
John Mercer,Male,Offensive Lineman,6.17,295,36.3,10.4,82.4,19.7,52.1,68.9,13.5,7.01,3.55,5.36,1.78,22,532,587,345,40.3,11.6,3,48,0.93,2.5,67,3.86,0.3,41
Brandon Griffin,Male,Defensive Lineman,6.17,340,38.6,10.3,84.5,18.7,69.5,62.3,10.2,7.7,3.57,5.33,1.89,10,502,478,201,40.1,9.8,2,29,0.93,0.4,26,4.77,0.43,46
Terry Deleon,Male,Defensive Lineman,5.5,163,30.5,8.4,84.5,20.7,59.3,49.0,6.0,5.95,4.95,4.41,1.37,25,310,558,406,40.8,6.1,3,45,0.9,1.3,73,5.36,0.34,41
Kevin Davis,Male,Defensive Lineman,6.08,221,34.2,8.0,71.5,23.2,61.4,49.4,14.7,7.76,4.72,4.68,1.83,28,297,382,478,36.4,9.0,1,57,0.91,2.8,56,5.0,0.47,45
Michael Williams,Male,Tight End,5.42,263,27.3,8.4,76.8,23.8,64.6,62.7,11.9,6.71,4.25,5.03,1.77,34,432,625,368,38.4,8.0,3,34,0.71,1.7,56,4.07,0.44,43
Michael Williams,Male,Defensive Lineman,6.67,330,31.9,10.1,72.8,24.6,66.5,53.5,6.1,7.28,5.44,5.48,1.53,12,345,719,425,22.5,6.5,3,42,0.79,0.7,73,4.37,0.4,33
Zachary Henry,Male,Safety,5.58,252,35.4,8.5,84.6,17.9,55.7,74.3,7.6,7.65,4.44,4.9,1.45,22,376,675,434,22.8,6.6,1,62,0.67,1.1,63,3.94,0.49,44
Timothy Brown,Male,Kicker,5.42,165,33.8,10.2,78.7,24.7,62.6,49.1,5.6,5.72,3.98,5.38,1.34,28,352,539,428,24.7,6.7,4,11,0.65,1.3,74,3.52,0.41,33
Stephen Parker,Male,Linebacker,5.33,291,26.9,7.7,73.2,22.6,54.2,70.5,7.0,5.85,3.8,5.03,1.87,22,388,727,320,28.6,6.5,3,65,0.79,0.4,34,4.8,0.43,35
Dylan Parks,Male,Quarterback,6.17,243,36.2,9.4,65.4,22.9,62.1,44.2,7.9,7.97,5.42,5.05,1.94,12,294,583,455,38.5,12.2,1,11,0.72,2.0,55,4.66,0.48,47
Michael Rodriguez,Male,Quarterback,6.33,207,31.4,10.4,79.4,21.5,50.0,68.7,8.4,6.53,4.88,5.13,1.93,15,303,351,346,20.6,7.8,3,41,0.93,0.6,39,5.09,0.26,33
Jose Price,Male,Kicker,5.58,235,26.9,9.8,72.5,17.1,65.6,65.1,10.0,5.92,3.83,5.08,1.52,5,452,466,352,29.7,9.9,4,29,0.92,2.0,47,3.32,0.35,42
Dillon Ryan,Male,Quarterback,6.58,236,30.5,10.2,69.0,21.5,58.1,72.1,10.7,6.12,5.17,4.37,1.75,5,311,704,277,27.7,10.9,1,53,0.87,2.1,68,3.52,0.45,40
Cody Maldonado,Male,Kicker,6.17,288,30.7,8.8,84.7,24.1,52.2,53.6,7.2,7.53,4.95,4.46,1.31,31,278,393,376,26.3,12.3,2,59,0.87,1.3,55,4.11,0.49,47
Christopher Ryan,Male,Punter,6.58,310,33.5,9.4,80.3,17.8,58.3,68.4,6.2,7.79,3.57,4.55,1.94,23,500,336,498,43.9,11.1,2,36,0.7,0.9,67,3.47,0.41,36
Kyle Rodriguez,Male,Cornerback,6.92,256,25.1,9.2,77.6,18.3,55.9,42.9,5.9,6.34,3.53,4.69,1.91,5,388,308,344,42.4,9.7,3,34,0.74,0.8,26,4.97,0.27,42
Steven Holland,Male,Running Back,5.17,181,37.4,9.6,67.9,18.9,60.8,47.5,8.5,5.6,5.31,5.16,1.69,39,479,373,291,38.1,7.0,4,62,0.88,0.5,36,3.91,0.26,46
Scott Baldwin,Male,Offensive Lineman,6.33,292,33.4,7.8,77.4,24.8,58.6,74.9,6.3,7.4,4.65,4.57,1.43,41,482,740,310,26.8,6.6,1,32,0.89,2.4,37,5.46,0.36,39
Robert Anderson,Male,Offensive Lineman,5.58,154,33.4,8.1,81.0,21.4,57.9,67.9,11.9,7.17,4.22,4.22,1.53,24,281,306,377,20.9,11.9,3,34,0.88,0.0,30,3.69,0.46,42
Scott Brown,Male,Punter,6.67,213,30.5,10.4,81.9,21.6,54.5,69.1,14.4,7.44,3.87,4.64,1.65,14,386,728,216,43.8,8.7,3,61,0.59,2.4,36,4.84,0.32,49
Jose Richard,Male,Offensive Lineman,6.42,279,32.7,7.7,68.9,22.2,70.0,59.0,7.0,6.46,5.07,5.04,1.36,14,407,447,388,27.9,6.0,3,26,0.69,0.6,27,5.13,0.39,36
Adrian Bradshaw,Male,Quarterback,5.17,174,33.0,8.3,81.0,18.8,69.1,74.2,11.7,5.95,3.74,5.38,1.99,14,404,409,325,44.3,12.2,3,55,0.7,0.6,43,4.25,0.37,56
Philip Shah,Male,Tight End,5.58,269,36.6,10.0,68.0,22.3,63.7,64.1,9.5,8.0,3.52,5.2,1.53,23,475,365,344,24.0,11.4,3,60,0.79,2.2,38,4.03,0.34,43
Ryan Thompson,Male,Kicker,5.25,174,30.6,10.2,75.9,21.7,62.1,67.1,11.5,7.27,3.54,5.47,1.69,27,373,719,332,31.6,12.5,2,34,0.61,1.8,44,5.45,0.45,48
Anthony Spears,Male,Cornerback,6.83,281,39.4,8.5,70.5,23.1,64.3,47.9,11.1,5.9,5.2,5.22,1.75,37,382,614,453,42.9,11.2,2,16,0.83,1.8,68,4.86,0.29,51
Kyle Smith,Male,Cornerback,5.25,269,38.5,9.5,81.7,20.0,69.0,67.5,12.6,7.93,4.1,4.35,1.66,10,511,416,372,23.2,11.6,1,37,0.63,1.8,51,4.99,0.38,31
Norman Watts,Male,Defensive Lineman,6.83,177,26.1,10.0,79.1,23.6,57.3,65.4,11.9,6.62,4.29,4.45,1.89,41,253,522,230,41.8,7.6,3,53,0.93,0.5,53,5.44,0.4,52
Charles Love,Male,Tight End,5.08,211,25.2,8.5,77.8,16.1,65.3,45.7,5.9,6.5,3.99,5.47,1.62,27,393,746,347,41.9,9.3,2,14,0.81,2.9,72,3.3,0.3,38
John Solis,Male,Quarterback,6.0,193,39.6,9.5,70.1,24.5,69.9,67.4,8.0,5.64,4.02,4.37,1.82,22,488,691,305,42.2,7.8,4,55,0.7,2.6,49,3.01,0.38,48
James Miller,Male,Running Back,6.5,228,36.8,7.6,76.7,16.4,57.3,50.8,8.9,6.19,5.45,4.24,1.94,41,327,630,214,20.3,6.7,3,48,0.72,2.6,75,5.41,0.48,50
David Morgan,Male,Running Back,6.33,255,35.1,10.0,66.3,23.3,59.6,42.1,7.0,6.85,3.92,5.38,1.74,18,523,725,447,30.7,6.3,1,54,0.77,0.5,48,5.46,0.42,56
Christopher Harrison,Male,Tight End,5.58,242,37.5,8.9,84.9,18.7,67.9,56.7,5.2,5.81,5.24,4.61,1.78,27,398,685,353,27.4,10.0,2,19,0.83,0.5,73,3.49,0.37,44
John Salinas,Male,Defensive Lineman,6.5,267,37.1,8.1,74.8,20.5,61.0,52.2,7.1,7.5,5.37,4.64,1.4,37,419,421,460,31.9,6.1,4,59,0.69,0.7,45,3.96,0.42,49
Wesley Watkins,Male,Tight End,6.75,250,27.4,8.3,71.9,24.4,55.0,54.6,8.2,5.75,4.86,4.79,1.94,27,367,718,316,41.5,8.8,2,48,0.55,1.5,64,4.47,0.25,31
Jonathan Keith,Male,Cornerback,6.33,192,25.4,9.1,78.6,17.1,63.2,67.6,13.6,5.76,4.57,4.74,1.95,33,390,745,262,43.8,9.5,4,23,0.73,3.0,28,3.5,0.46,49
Thomas Blackwell,Male,Defensive Lineman,6.08,151,34.5,9.2,67.7,16.7,61.7,71.0,9.0,6.22,4.7,5.08,1.56,6,433,445,265,38.8,9.9,3,32,0.59,1.6,32,4.9,0.26,36
Jason Carter,Male,Running Back,5.75,194,33.5,9.6,79.8,19.8,50.4,56.2,8.7,7.8,4.43,4.66,1.49,36,467,449,313,37.2,7.2,3,53,0.86,0.3,40,4.5,0.35,39
Charles Lutz,Male,Punter,5.67,294,26.4,10.3,66.1,22.2,66.1,51.6,5.4,6.73,4.46,4.69,1.71,10,527,570,307,36.8,9.9,1,11,0.87,0.3,38,3.01,0.39,47
