ID,Name,Gender,Height (ft),Weight (lbs),Arm Length (inches),Hand Size (inches),Max Velocity (mph),Vertical Jump (inches),Broad Jump (feet),Date,Sport,Activity.Name,Position.Name,Total.Duration,Total.Player.Load,Total.Distance..m.,Training.HSR,Heart.Rate.Exertion,Heart.Rate.Exertion.Per.Minute,Velocity.B3..Total...Efforts..Gen.2...Set.2.,Velocity.Band.2.Total.Distance..Set.2...m.,Velocity.Band.3.Total.Distance..Set.2...m.,Velocity.Band.4.Total.Distance..Set.2...m.,Acceleration.B2.3.Total.Efforts..Gen.2.,Deceleration.B2.3.Total.Efforts..Gen.2.,IMA.H.M.Accel,IMA.H.M.Decel,IMA.CoD.Left.High,IMA.CoD.Left.Medium,IMA.CoD.Right.High,IMA.CoD.Right.Medium,Maximum.Velocity..mph.,Week_of_Year
397,Oscar Smith,Male,6.22,109,38.1,6.8,21.7,48,6.6,10/27/2021,Soccer,Training,Midfielder,129.66,194.84,4514.35,6.44,11704.76,160.97,1.68,722.84,330.37,380.0,9.57,36.26,39.9,62.58,9.06,49.85,19.59,15.75,15.01,43
398,Tina Owens,Female,5.36,248,34.6,7.3,22.0,48,5.1,10/28/2021,Soccer,Training,Midfielder,33.22,556.79,4363.41,3.53,7591.77,172.16,7.31,13.81,68.96,274.06,37.32,55.33,21.46,44.59,0.8,54.05,22.67,36.95,12.7,43
399,Alice Brown,Female,6.0,239,37.5,8.5,24.8,45,5.9,10/29/2021,Soccer,Game vs Rutgers,Midfielder,88.86,654.28,8956.78,4.86,13350.32,141.42,2.46,375.65,469.67,956.08,3.65,34.54,11.12,40.36,41.25,20.99,17.98,34.45,12.27,44
400,Eve Jackson,Female,6.01,190,32.5,8.6,19.0,45,7.2,11/8/2021,Soccer,Conditioning,Midfielder,55.6,1014.68,6171.91,3.15,14624.85,72.65,7.0,878.32,961.93,137.54,49.3,71.74,4.93,77.73,37.6,5.65,24.03,14.93,16.01,45
401,Karen Taylor,Female,4.71,101,33.0,8.8,11.2,23,5.8,11/10/2021,Soccer,Conditioning,Midfielder,171.81,160.63,8269.64,9.91,16058.22,112.69,0.74,898.29,515.5,754.66,49.84,17.2,16.88,14.07,22.07,55.96,19.77,36.08,18.38,45
402,Oscar Foster,Male,6.31,217,27.2,6.4,19.7,36,11.9,11/15/2021,Soccer,Conditioning,Midfielder,129.76,163.43,1134.62,9.22,11833.68,104.62,8.25,239.29,315.3,937.02,11.04,18.97,49.41,34.48,45.1,48.75,24.93,7.95,5.09,46
403,Tina Evans,Female,5.51,112,36.8,9.4,19.4,33,7.2,11/17/2021,Soccer,Game,Midfielder,81.14,476.53,9560.98,4.05,12443.3,74.64,7.43,223.66,398.32,161.74,51.72,3.28,33.96,23.3,36.47,5.14,6.2,18.36,6.78,46
404,Bob Roberts,Male,6.15,194,31.3,8.1,19.6,37,5.9,11/29/2021,Soccer,Game,Midfielder,72.84,818.49,1197.54,0.52,12877.45,73.54,4.65,534.43,908.08,394.15,11.76,76.56,16.86,22.47,33.33,29.97,4.72,25.5,16.91,48
405,Paul Irwin,Male,5.14,243,32.5,7.9,14.6,46,6.4,12/1/2021,Soccer,Conditioning,Midfielder,130.17,503.68,9797.41,2.39,11949.47,156.55,4.1,240.17,321.14,271.35,46.86,0.22,7.23,26.93,6.87,22.46,0.56,22.67,6.56,48
406,Steve Khan,Male,6.29,131,36.8,9.9,22.9,20,9.1,8/13/2021,Soccer,Training,Goalie,50.44,937.81,2086.86,5.63,14295.85,107.26,5.46,860.94,707.02,491.59,15.76,17.27,44.86,71.19,8.84,49.9,15.91,28.15,9.3,33
407,Jack Anderson,Male,5.28,131,34.0,9.0,24.4,41,5.4,8/14/2021,Soccer,Training,Goalie,127.48,128.38,9072.45,5.56,16016.9,134.12,7.13,868.06,168.5,448.37,39.73,33.03,41.84,17.31,42.6,5.89,2.5,26.03,2.56,33
408,Steve Garcia,Male,4.52,223,28.0,6.5,13.3,35,11.0,8/14/2021,Soccer,Training,Goalie,70.44,801.72,9382.04,3.34,5241.18,129.71,3.93,936.93,903.02,888.6,8.54,61.86,34.92,3.27,23.51,31.93,28.85,22.81,5.49,33
409,Quincy Nelson,Male,6.31,110,33.9,9.0,11.3,22,11.7,8/16/2021,Soccer,Training,Goalie,141.23,747.52,7028.87,8.07,6486.46,74.36,4.16,631.12,400.45,376.04,12.62,68.6,42.7,61.46,29.76,33.05,33.12,1.34,10.56,33
410,Grace Harris,Female,4.68,109,31.1,6.4,12.9,42,6.7,8/17/2021,Soccer,Training,Goalie,122.15,534.04,10769.18,7.44,3814.47,158.24,2.08,929.0,864.08,346.32,20.18,22.38,40.69,43.24,1.78,1.57,15.68,14.01,16.5,33
411,Frank Clark,Male,5.14,114,32.0,6.1,22.3,40,8.2,8/17/2021,Soccer,Training,Goalie,120.53,603.45,5658.75,8.03,9956.55,179.92,0.72,527.17,92.47,832.0,44.01,8.7,36.41,64.35,1.75,49.33,39.78,9.46,10.62,33
412,Leo Quinn,Male,6.4,116,25.4,7.6,20.1,28,5.2,8/18/2021,Soccer,Game,Goalie,57.45,379.76,3891.93,7.8,17020.81,134.23,2.13,961.42,215.11,335.96,57.8,3.81,42.43,2.09,20.96,3.4,31.32,34.92,14.39,33
413,Diana Mitchell,Female,6.4,245,28.2,10.0,19.5,42,9.5,8/22/2021,Soccer,Training,Goalie,80.11,601.63,5981.17,4.5,11038.77,145.77,1.44,364.85,70.24,97.92,52.22,36.19,43.91,32.51,25.89,5.76,10.79,35.5,4.32,34
414,Steve Perez,Male,5.65,158,29.2,6.7,16.0,23,7.9,8/23/2021,Soccer,Training,Goalie,155.33,132.81,9250.07,2.01,17280.27,87.3,1.07,18.66,397.03,220.85,8.18,70.95,22.91,77.55,28.01,10.42,25.36,37.77,9.18,34
415,Bob Anderson,Male,5.76,177,35.7,8.7,18.7,40,6.9,8/23/2021,Soccer,Game,Goalie,129.28,1045.49,6920.05,7.57,17514.49,86.57,7.72,817.74,295.21,101.58,38.75,44.45,43.41,26.76,2.28,52.7,13.33,38.06,1.95,34
416,Diana Evans,Female,5.4,223,25.2,6.7,14.6,24,6.4,8/24/2021,Soccer,Training,Goalie,59.93,113.26,17.36,4.33,3429.72,113.67,9.0,290.4,165.34,774.46,53.3,28.57,15.0,25.6,12.34,31.53,11.19,24.41,6.18,34
417,Karen Quinn,Female,5.09,213,31.1,8.9,17.2,30,9.6,8/24/2021,Soccer,Training,Goalie,110.01,972.67,1983.17,2.27,11941.21,52.42,2.22,577.74,93.99,932.17,65.88,38.26,7.38,77.98,28.01,12.23,16.73,18.22,17.05,34
418,Alice Harris,Female,5.16,121,38.9,8.0,21.9,40,7.9,8/27/2021,Soccer,Game,Goalie,71.88,869.65,2879.48,4.15,11148.63,73.96,4.69,376.43,108.43,195.8,53.49,17.04,13.15,29.5,32.31,33.44,6.63,30.56,13.12,35
419,Steve Smith,Male,5.85,131,26.7,8.7,24.7,45,6.3,8/28/2021,Soccer,Game,Goalie,109.35,93.31,2977.52,7.43,4212.43,57.7,0.77,237.95,988.99,970.61,16.44,38.2,30.12,15.85,30.12,41.8,31.26,26.16,18.47,35
420,Rita Davis,Female,6.0,212,32.7,6.8,24.0,28,9.8,8/30/2021,Soccer,Training,Goalie,114.75,454.22,3748.48,1.46,15394.11,139.64,3.92,717.12,307.22,15.66,51.91,35.69,4.3,70.49,18.27,22.85,31.96,19.27,3.96,35
421,Paul Lopez,Male,6.08,219,36.8,9.0,24.0,45,9.0,8/31/2021,Soccer,Training,Goalie,137.9,81.82,3334.13,2.63,12170.66,161.55,0.53,58.48,635.75,655.05,49.75,66.16,45.79,26.57,3.29,16.23,6.82,35.06,7.85,35
422,Charlie Khan,Male,6.08,248,39.1,10.0,16.0,22,11.0,9/1/2021,Soccer,Training,Goalie,41.98,117.22,4553.09,5.47,9680.12,147.39,4.64,178.18,178.06,142.43,35.14,20.49,8.46,6.36,11.85,22.44,25.36,1.11,12.34,35
423,Alice Khan,Female,4.68,221,36.2,8.7,17.0,25,5.8,9/2/2021,Soccer,Training,Goalie,140.63,91.7,3235.43,7.44,2664.57,129.89,2.76,962.79,816.94,295.2,2.73,7.76,22.62,25.21,54.64,44.43,8.65,37.52,9.39,35
424,Bob Jackson,Male,5.49,131,35.8,8.0,20.6,43,10.5,9/3/2021,Soccer,Game,Goalie,44.72,803.66,7239.26,3.58,14273.38,65.52,0.07,324.23,831.63,453.06,7.32,54.06,53.27,6.54,62.61,37.34,36.83,7.5,1.72,36
425,Bob Smith,Male,4.62,218,37.4,9.7,23.8,30,9.7,9/5/2021,Soccer,Game,Goalie,92.42,535.67,4195.84,5.05,2776.21,152.98,6.35,198.58,303.2,203.84,66.76,63.11,45.31,39.4,36.06,56.85,15.12,23.2,10.71,36
426,Hank Garcia,Male,5.6,138,31.7,6.1,12.1,28,5.8,9/7/2021,Soccer,Training,Goalie,123.47,899.55,2468.94,2.58,1030.56,155.7,5.14,489.08,700.28,173.09,39.13,73.24,4.61,48.82,23.37,6.3,7.93,2.01,15.69,36
427,Tina Quinn,Female,5.38,111,37.1,8.9,14.6,48,9.9,9/8/2021,Soccer,Training,Goalie,67.26,648.47,5152.38,2.21,15726.5,72.74,3.64,5.92,66.56,268.78,14.0,26.56,38.54,18.99,27.2,7.74,31.01,13.49,10.68,36
428,Nina Nelson,Female,6.28,117,25.1,9.6,12.1,34,8.1,9/10/2021,Soccer,Training,Goalie,14.8,63.73,799.68,1.54,5188.13,162.03,6.27,34.03,814.33,610.6,39.45,8.2,39.76,29.99,53.92,18.49,1.18,34.79,18.01,37
429,Mona Khan,Female,5.2,248,38.9,6.2,19.2,42,11.6,9/11/2021,Soccer,Training,Goalie,162.35,247.14,2300.5,5.38,2570.7,116.33,2.98,18.93,316.31,675.15,6.79,3.23,3.42,30.46,52.97,39.33,37.15,36.5,13.57,37
430,Grace Brown,Female,4.73,240,31.6,7.8,14.6,47,6.0,9/12/2021,Soccer,Game,Goalie,23.86,1097.11,9019.65,5.23,11598.33,150.99,8.65,649.54,776.88,622.87,38.24,4.08,13.3,67.74,1.06,7.37,26.79,21.43,11.82,37
431,Hank Mitchell,Male,4.79,248,33.3,6.8,14.9,22,9.5,9/14/2021,Soccer,Training,Goalie,96.59,183.27,137.26,0.47,1509.83,133.96,4.73,943.78,880.92,934.1,11.67,19.33,38.33,49.37,30.64,17.71,20.3,7.24,6.4,37
432,Charlie Taylor,Male,6.02,225,28.8,8.3,11.1,20,7.7,9/15/2021,Soccer,Training,Goalie,148.35,1015.22,5809.63,5.31,8777.2,160.01,4.28,479.17,544.21,53.64,64.86,43.51,24.27,57.39,27.82,58.69,34.15,25.5,16.72,37
433,Paul Davis,Male,5.74,235,36.1,8.6,15.2,39,11.7,9/16/2021,Soccer,Training,Goalie,68.07,541.93,10546.73,4.95,5980.31,99.35,5.32,553.65,859.1,601.3,40.02,69.54,46.09,16.33,9.72,56.69,28.18,37.31,0.17,37
434,Alice Clark,Female,4.7,145,26.1,7.2,22.9,48,7.3,9/17/2021,Soccer,Game,Goalie,101.26,158.21,778.73,2.6,3812.75,74.6,0.99,839.28,290.73,398.11,22.35,52.01,38.27,60.99,10.24,1.25,18.88,4.76,0.58,38
435,Leo Jackson,Male,4.67,203,38.1,7.8,13.5,41,11.7,9/18/2021,Soccer,Training,Goalie,37.24,623.89,2233.11,3.31,5025.66,153.32,8.27,838.49,203.08,500.85,10.14,20.96,54.08,29.06,54.89,31.88,4.42,16.14,15.81,38
436,Rita Taylor,Female,5.9,234,37.4,7.1,20.4,38,11.3,9/19/2021,Soccer,Game,Goalie,53.23,275.45,5150.57,9.45,10469.87,76.34,9.77,147.33,101.94,816.9,39.78,26.72,7.28,6.79,51.61,1.46,8.07,29.69,0.25,38
437,Nina Anderson,Female,4.65,185,28.2,7.5,19.4,33,6.9,9/21/2021,Soccer,Training,Goalie,111.09,51.27,9128.3,3.27,11195.15,160.68,5.26,12.23,24.75,29.74,19.91,47.55,13.07,80.41,45.01,16.1,9.1,19.38,10.92,38
438,Hank Taylor,Male,6.14,249,37.1,6.6,23.0,36,10.6,9/22/2021,Soccer,Training,Goalie,115.52,679.45,1824.06,1.23,2358.3,173.08,9.08,469.09,269.91,650.36,34.05,15.83,27.82,86.0,21.68,3.08,29.72,38.86,17.2,38
439,Eve Smith,Female,5.91,188,36.8,9.5,12.0,41,12.0,9/23/2021,Soccer,Training,Goalie,118.62,947.84,2893.93,2.59,7458.52,100.01,4.48,312.24,361.75,237.11,39.86,57.53,28.94,44.99,9.74,51.91,3.03,32.49,10.7,38
440,Quincy Garcia,Male,4.66,121,34.5,6.0,24.7,33,6.8,9/24/2021,Soccer,Game,Goalie,163.51,744.31,10258.04,4.25,14434.97,154.21,3.84,870.43,607.55,542.22,61.68,49.65,59.11,1.96,62.41,29.84,6.85,12.2,5.82,39
441,Karen Garcia,Female,4.67,191,30.6,9.5,18.7,36,8.1,9/25/2021,Soccer,Training,Goalie,29.68,1096.23,7454.27,8.83,17596.2,60.02,3.56,131.68,383.58,139.28,27.05,1.12,5.81,83.64,45.68,34.99,5.1,39.49,2.49,39
442,Diana Garcia,Female,6.47,128,29.1,8.3,24.9,44,8.6,9/26/2021,Soccer,Training,Goalie,141.92,173.64,9812.38,2.34,3839.27,102.36,7.85,32.84,223.85,36.97,1.78,60.26,58.04,69.19,40.47,31.27,33.29,27.83,1.37,39
443,Mona Evans,Female,5.25,112,28.5,7.3,23.7,46,7.1,9/28/2021,Soccer,Training,Goalie,23.09,737.43,4804.2,0.98,16100.83,153.43,1.57,666.76,797.5,882.02,35.07,1.35,40.9,1.01,45.08,62.62,2.92,36.55,9.3,39
444,Hank Jackson,Male,5.24,101,29.8,8.9,13.3,33,5.1,9/29/2021,Soccer,Training,Goalie,111.0,331.28,8.11,8.04,12499.87,148.64,2.94,774.09,238.95,554.43,19.38,18.94,1.2,11.32,60.11,19.83,13.43,9.83,15.73,39
445,Oscar Perez,Male,6.13,128,38.6,8.0,10.8,31,6.5,9/30/2021,Soccer,Training,Goalie,105.42,50.77,7829.94,2.97,899.16,58.44,4.5,203.42,266.66,297.26,11.83,35.38,36.72,86.99,33.04,10.44,34.52,0.32,8.95,39
446,Diana Owens,Female,6.39,126,26.2,8.0,13.8,35,7.0,10/1/2021,Soccer,Training,Goalie,115.8,1131.87,10157.05,8.68,6758.63,180.79,0.98,466.85,207.18,917.78,22.48,11.65,10.0,9.49,6.82,18.19,3.56,21.48,6.21,40
447,Mona Nelson,Female,6.47,149,37.4,6.4,17.9,20,8.1,10/3/2021,Soccer,Training,Goalie,43.09,510.06,347.52,0.91,11234.99,109.29,0.88,833.54,58.8,370.0,19.95,25.64,18.12,55.34,49.74,58.65,13.11,3.12,10.62,40
448,Charlie Anderson,Male,6.01,194,30.2,7.6,12.6,32,6.2,10/5/2021,Soccer,Training,Goalie,88.72,943.68,2221.22,0.07,14481.96,128.45,4.69,95.51,318.67,894.92,59.1,55.72,25.84,57.7,16.02,46.57,4.49,7.38,2.16,40
449,Grace Evans,Female,5.25,187,32.8,7.0,12.5,25,11.1,10/6/2021,Soccer,Training,Goalie,162.92,340.04,6403.8,2.8,6346.28,84.33,9.29,163.08,751.54,525.6,20.97,74.74,9.7,72.25,63.41,48.09,26.38,17.05,10.38,40
450,Alice Lopez,Female,4.67,143,36.9,6.1,16.9,36,9.9,10/7/2021,Soccer,Training,Goalie,35.72,1043.7,5218.0,2.81,8244.67,97.43,2.53,230.73,784.45,320.18,34.13,19.07,8.45,38.38,54.56,6.13,12.55,13.65,10.13,40
451,Frank Taylor,Male,6.05,121,38.3,7.4,10.5,31,5.6,10/8/2021,Soccer,Game,Goalie,30.8,209.03,4751.14,1.55,13907.22,126.45,5.81,509.58,226.79,821.77,63.59,1.79,22.04,88.7,53.34,24.12,27.34,38.25,3.68,41
452,Mona Garcia,Female,5.62,196,30.2,6.4,11.8,42,9.6,10/9/2021,Soccer,Training,Goalie,135.66,278.85,4878.21,0.28,16821.82,89.02,0.53,184.91,190.02,818.82,6.49,43.87,4.88,20.75,60.61,30.14,23.66,36.41,6.38,41
453,Quincy Anderson,Male,5.35,102,31.9,7.0,16.2,38,9.6,10/10/2021,Soccer,Game,Goalie,18.32,1032.24,9890.65,2.17,3160.31,99.34,0.27,667.94,624.35,990.2,24.45,72.85,38.96,83.78,63.29,34.76,4.03,13.18,12.9,41
454,Frank Irwin,Male,6.31,217,31.2,6.4,10.9,25,11.7,10/12/2021,Soccer,Individual,Goalie,84.35,458.55,5366.15,9.67,16298.65,68.13,1.18,588.79,176.6,811.33,40.21,50.48,41.0,9.92,12.67,28.41,30.68,19.52,5.42,41
455,Jack Owens,Male,4.72,118,25.2,6.4,16.0,26,5.0,10/12/2021,Soccer,Training,Goalie,88.27,116.44,3991.51,2.56,5678.99,176.75,1.01,152.84,425.77,240.16,17.32,36.66,0.37,35.5,60.63,5.69,24.75,6.43,10.01,41
456,Mona Irwin,Female,5.49,122,29.4,6.8,17.1,20,6.7,10/13/2021,Soccer,Training,Goalie,21.59,142.54,8741.38,5.55,15272.84,129.35,1.12,943.06,504.84,920.22,42.12,53.07,24.52,56.23,15.57,15.42,6.81,20.2,12.75,41
457,Frank Taylor,Male,4.52,129,31.9,10.0,16.8,20,11.5,10/14/2021,Soccer,Training,Goalie,123.62,344.3,3762.76,2.26,9567.89,117.68,7.59,234.33,328.34,856.22,50.5,3.07,49.99,68.2,19.7,15.54,36.08,27.64,7.67,41
458,Ivy Lopez,Female,5.44,138,31.2,6.0,23.0,48,11.5,10/15/2021,Soccer,Game,Goalie,54.58,743.51,755.7,6.7,12560.1,144.6,4.65,594.48,821.65,793.21,31.59,24.89,32.87,70.02,48.0,37.34,5.1,0.59,1.84,42
459,Hank Jackson,Male,4.61,207,35.8,8.6,18.0,24,10.0,10/16/2021,Soccer,Training,Goalie,103.6,847.24,355.39,7.47,11813.18,122.61,0.11,461.36,620.78,497.78,53.54,62.84,37.11,66.63,35.64,27.86,17.14,12.61,6.78,42
460,Alice Clark,Female,4.74,210,30.8,6.6,17.0,25,10.4,10/17/2021,Soccer,Game,Goalie,67.52,568.04,10166.02,5.07,11213.6,127.6,7.45,294.94,303.7,78.78,22.32,35.1,22.24,50.39,2.3,50.39,25.84,10.25,1.51,42
461,Paul Irwin,Male,4.74,124,32.3,9.7,16.2,35,5.6,10/19/2021,Soccer,Individual,Goalie,84.82,74.83,6094.27,2.52,1344.61,118.61,7.54,866.88,691.05,387.81,34.42,74.4,25.96,49.7,13.13,43.52,19.16,5.42,16.75,42
462,Bob Khan,Male,5.8,227,31.4,6.4,22.3,44,8.6,10/19/2021,Soccer,Training,Goalie,137.8,1121.69,9072.33,0.6,1611.8,136.92,6.12,377.34,726.97,776.15,4.31,21.33,44.61,55.11,30.38,19.49,10.65,8.63,8.65,42
463,Hank Garcia,Male,5.99,210,36.1,9.8,23.4,35,6.6,10/20/2021,Soccer,Training,Goalie,118.09,489.32,7892.54,2.23,6464.34,109.65,6.19,360.14,175.33,399.25,55.69,1.7,31.92,55.61,38.23,40.52,19.85,10.87,6.02,42
464,Nina Quinn,Female,5.67,235,37.9,8.4,22.8,33,6.3,10/21/2021,Soccer,Training,Goalie,155.93,454.21,10577.89,0.57,6983.34,110.39,9.0,679.92,929.11,20.09,38.98,5.93,46.49,61.31,22.35,15.17,27.61,9.09,10.27,42
465,Leo Davis,Male,6.42,205,33.0,6.0,20.1,20,10.7,10/22/2021,Soccer,Game,Goalie,45.59,484.68,4391.1,5.27,858.71,92.42,2.37,324.09,384.27,353.53,15.93,3.09,59.71,9.14,27.75,33.18,14.42,17.32,10.31,43
466,Hank Irwin,Male,5.25,243,36.8,9.6,12.1,32,5.9,10/23/2021,Soccer,Training,Goalie,31.93,594.44,8714.93,8.11,5074.98,142.72,5.9,533.39,215.27,868.9,6.45,22.03,4.3,46.87,60.2,62.32,34.04,29.76,6.78,43
467,Ivy Owens,Female,5.07,171,29.5,8.1,14.2,39,8.3,10/24/2021,Soccer,Game,Goalie,108.26,238.49,3017.25,5.56,12614.04,168.33,2.81,12.99,860.17,610.4,61.11,11.25,18.49,62.04,42.82,34.38,16.9,7.26,12.53,43
468,Hank Anderson,Male,6.24,228,33.1,7.1,10.7,29,11.6,10/26/2021,Soccer,Training,Goalie,131.32,234.9,5883.17,6.41,11558.14,78.74,9.78,724.31,581.58,900.37,51.71,63.36,36.68,29.77,24.78,27.91,4.9,35.6,12.26,43
469,Ivy Khan,Female,4.95,207,30.2,9.1,24.0,43,6.3,10/27/2021,Soccer,Training,Goalie,42.38,474.39,6908.03,4.18,4844.66,151.42,0.97,796.4,394.3,833.39,13.86,68.13,1.93,1.49,25.26,60.85,26.11,30.21,14.66,43
470,Tina Anderson,Female,6.43,104,31.2,9.7,19.9,29,11.8,10/28/2021,Soccer,Training,Goalie,109.34,688.76,9797.03,2.33,13303.29,106.68,4.18,551.72,688.0,596.93,48.11,45.93,19.9,19.65,52.57,0.17,3.49,1.99,13.05,43
471,Alice Evans,Female,4.52,102,36.0,7.9,21.2,28,12.0,10/29/2021,Soccer,Game,Goalie,43.8,853.57,1248.36,2.99,16229.31,69.99,1.18,133.3,66.86,935.08,52.19,5.89,5.13,10.51,20.94,24.88,24.24,22.02,14.14,44
472,Charlie Quinn,Male,6.44,231,38.2,7.3,14.7,32,8.9,11/8/2021,Soccer,Conditioning,Goalie,50.16,281.89,8743.47,0.77,8636.35,116.34,1.58,515.67,436.1,26.03,23.38,30.36,29.97,82.81,31.48,45.53,25.84,24.33,18.32,45
473,Hank Harris,Male,4.59,203,26.8,9.2,22.7,22,6.2,11/15/2021,Soccer,Conditioning,Goalie,100.22,478.01,6722.73,7.94,15630.06,158.63,3.54,814.11,119.06,407.46,16.01,19.3,30.05,1.61,22.08,39.62,10.04,4.18,5.9,46
474,Bob Quinn,Male,6.28,163,34.5,8.7,13.9,46,7.2,11/17/2021,Soccer,Game,Goalie,47.68,209.07,7201.46,7.56,13245.59,173.01,6.07,123.61,281.4,857.21,62.98,35.66,21.19,84.6,2.75,51.04,10.78,0.85,11.63,46
475,Alice Davis,Female,5.56,205,33.7,9.6,10.0,37,8.0,11/29/2021,Soccer,Game,Goalie,120.14,525.02,9103.5,1.74,4231.46,117.1,0.71,699.68,774.04,653.13,60.65,26.29,31.65,31.77,46.6,17.54,13.48,17.76,6.38,48
476,Ivy Smith,Female,6.49,197,26.8,8.8,15.6,39,7.2,8/13/2021,Soccer,Training,Forward,26.88,544.73,773.55,1.83,15441.91,54.05,1.85,121.51,174.08,821.75,58.69,69.61,48.7,72.28,31.01,27.96,28.47,5.15,13.8,33
477,Grace Perez,Female,4.65,109,28.2,7.0,18.6,21,7.0,8/14/2021,Soccer,Training,Forward,40.71,683.1,4686.99,9.19,11447.31,126.59,3.84,652.43,324.65,44.06,32.96,2.06,10.19,34.89,10.18,1.4,40.92,2.08,15.54,33
478,Mona Lopez,Female,5.61,248,29.7,9.7,17.2,36,11.8,8/14/2021,Soccer,Training,Forward,145.82,245.63,8101.22,3.83,7884.16,183.94,7.5,162.01,854.3,902.48,4.15,73.28,27.45,5.97,38.43,58.53,32.93,29.7,3.84,33
479,Tina Clark,Female,6.44,227,27.5,6.4,22.9,47,6.1,8/16/2021,Soccer,Training,Forward,18.28,975.58,3761.84,5.43,15590.16,54.1,2.87,1.94,575.39,467.3,9.87,62.41,43.04,18.12,11.9,2.81,1.28,20.35,7.91,33
480,Nina Garcia,Female,5.55,145,28.7,7.1,11.6,38,10.1,8/17/2021,Soccer,Training,Forward,123.96,257.61,572.5,7.85,5398.86,83.83,0.64,480.19,799.76,435.22,15.66,44.2,41.97,61.34,24.47,18.63,1.78,19.89,16.43,33
481,Paul Jackson,Male,5.76,165,29.0,8.1,18.3,42,5.0,8/17/2021,Soccer,Training,Forward,33.9,654.99,3919.14,4.74,12142.7,85.93,5.61,63.42,933.22,648.9,22.11,41.23,17.37,82.95,6.83,17.72,34.02,27.78,14.76,33
482,Grace Clark,Female,5.89,211,30.0,8.3,17.7,32,9.2,8/18/2021,Soccer,Game,Forward,33.44,801.53,8253.19,1.88,16499.22,166.68,6.08,464.97,905.5,479.68,48.31,30.37,28.98,74.3,45.63,34.72,26.39,4.56,10.77,33
483,Diana Taylor,Female,5.41,112,36.2,6.1,14.2,32,11.4,8/19/2021,Soccer,Training,Forward,11.87,162.07,7401.73,1.52,2794.09,155.82,6.93,416.38,876.76,553.58,40.82,38.4,28.67,36.65,2.57,8.21,35.53,0.59,0.47,33
484,Mona Smith,Female,5.76,236,33.6,9.1,22.3,20,7.0,8/22/2021,Soccer,Training,Forward,69.16,982.95,7930.68,0.93,14424.74,104.42,7.39,983.44,768.35,911.15,1.38,71.64,59.21,31.89,7.84,10.26,0.99,0.32,17.34,34
485,Leo Davis,Male,5.67,185,39.8,7.4,21.3,21,6.3,8/23/2021,Soccer,Training,Forward,101.73,1114.52,1094.57,7.92,918.65,91.27,6.02,841.22,549.48,452.82,34.19,36.96,44.41,48.05,50.78,6.03,2.1,3.04,12.33,34
486,Mona Harris,Female,6.3,189,31.2,7.6,21.0,20,9.6,8/24/2021,Soccer,Training,Forward,33.59,923.94,5445.38,9.73,2041.69,103.32,8.78,883.66,896.47,720.73,49.31,24.12,6.26,2.34,41.0,24.74,6.31,29.56,13.0,34
487,Tina Taylor,Female,4.59,157,36.3,9.2,23.1,43,10.0,8/24/2021,Soccer,Training,Forward,130.51,743.13,2154.2,0.63,10747.14,128.81,7.31,712.54,386.6,947.55,3.14,70.85,35.46,50.53,54.76,44.31,14.2,28.18,8.8,34
488,Jack Quinn,Male,5.06,153,38.1,7.5,20.8,24,9.8,8/25/2021,Soccer,Training,Forward,100.22,587.56,1436.3,3.01,9089.36,111.51,2.59,881.16,228.99,139.16,65.06,42.85,23.01,77.98,7.91,11.66,9.59,28.82,6.17,34
489,Ivy Owens,Female,6.4,111,35.2,6.2,13.5,43,7.2,8/27/2021,Soccer,Game,Forward,171.92,901.78,729.83,2.97,4555.84,145.66,5.64,479.37,622.94,809.67,60.56,8.94,15.62,62.46,35.8,37.82,4.18,10.52,11.04,35
490,Leo Irwin,Male,6.28,113,31.2,6.7,20.6,22,6.8,8/28/2021,Soccer,Game,Forward,168.85,629.21,2325.5,9.63,16652.0,52.4,3.87,759.0,909.62,736.12,37.83,18.97,56.68,34.21,34.28,3.06,23.8,38.98,12.63,35
491,Hank Mitchell,Male,5.41,220,36.3,9.8,14.6,48,11.7,8/30/2021,Soccer,Training,Forward,39.53,669.56,4256.35,6.15,16208.94,58.78,2.61,706.52,273.89,925.53,30.84,71.87,15.95,27.36,29.51,7.68,6.39,25.97,4.43,35
492,Grace Khan,Female,5.74,220,28.1,6.3,13.6,47,11.5,8/31/2021,Soccer,Training,Forward,90.53,290.37,10280.12,3.21,3984.97,185.21,3.81,380.26,416.42,663.57,56.69,12.01,14.29,52.38,28.99,30.81,27.3,36.44,13.58,35
493,Oscar Nelson,Male,5.05,119,29.9,7.4,11.1,26,8.2,9/1/2021,Soccer,Training,Forward,62.11,800.25,5228.44,0.58,4038.2,58.96,4.08,644.12,568.7,31.97,2.73,65.99,57.13,47.75,48.64,25.62,25.23,22.87,0.19,35
494,Steve Evans,Male,4.88,174,33.2,8.0,21.2,43,10.9,9/2/2021,Soccer,Training,Forward,148.47,715.89,2466.92,6.65,3641.88,132.09,5.49,655.24,436.33,755.79,61.48,10.11,8.08,57.17,62.9,3.2,12.14,15.89,3.42,35
495,Quincy Khan,Male,5.43,243,33.6,8.0,20.7,41,8.2,9/3/2021,Soccer,Game,Forward,85.66,268.32,5760.87,2.67,13243.38,58.2,9.13,497.89,850.92,462.64,49.46,24.67,17.56,9.41,18.58,25.96,29.99,21.7,14.33,36
